ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_012932865.1_ASM1293286v1,103385,Amylostereum areolatum,HG-01,Basidiomycota,,Agaricomycetes,,Russulales,Stereaceae,Amylostereum,Amylostereum areolatum
GCA_022385825.1_Amycha1,55340,Amylostereum chailletii,DWAch2,Basidiomycota,,Agaricomycetes,,Russulales,Stereaceae,Amylostereum,Amylostereum chailletii
GCA_002104895.1_Anaeromyces_sp._S4_v1.0,1754192,Anaeromyces robustus,S4,Chytridiomycota,,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Anaeromyces,Anaeromyces robustus
GCA_045281415.1_ASM4528141v1,213319,Anguillospora crassa,DSM 105023,Ascomycota,,,,,,Anguillospora,Anguillospora crassa
GCA_038502455.1_ASM3850245v1,529478,Anisogramma anomala,OR1,Ascomycota,,Sordariomycetes,,Diaporthales,Gnomoniaceae,Anisogramma,Anisogramma anomala
GCA_000385875.2_Annc_alge_insect_USDA_JJB_V2,1288291,Anncaliia algerae PRA339,PRA339,Microsporidia,,,,,Tubulinosematidae,Anncaliia,Anncaliia algerae
GCA_963924275.1_CBS149473_assembly,327058,Annulohypoxylon annulatum,CBS 149473,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon annulatum
GCA_022836615.1_Annbov1,326617,Annulohypoxylon bovei var. microspora,CBS 124037,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon bovei
GCF_022496945.1_Annmae1,1927788,Annulohypoxylon maeteangense,CBS 123835,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon maeteangense
GCA_022695765.1_Annmor1,326622,Annulohypoxylon moriforme,CBS 123579,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon moriforme
GCA_022496965.1_Annnit1,326626,Annulohypoxylon nitens,CBS 120705,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon nitens
GCA_040126005.1_TJAS01,326628,Annulohypoxylon stygium,TJAS01,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon stygium
GCF_022578515.1_Anntru1,327061,Annulohypoxylon truncatum,CBS 140777,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon truncatum
GCA_010623925.1_ASM1062392v1,1955577,Antarctomyces pellizariae,UFMG-CB-12416,Ascomycota,,Leotiomycetes,,Thelebolales,Thelebolaceae,Antarctomyces,Antarctomyces pellizariae
GCA_963556695.1_KHLLAP,933095,Anthostomella pinea,,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Anthostomella,Anthostomella pinea
GCA_046718355.1_ASM4671835v1,1628683,Anthracina ramosa,CGMCC 3.16372,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Trichomeriaceae,Anthracina,Anthracina ramosa
GCA_014826065.1_ASM1482606v1,249478,Anthracocystis panici-leucophaei,SPL10,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis panici-leucophaei
GCA_928724745.1_BRIP_26904_a,882916,Anthracocystis setariae,BRIP 26904 a,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis setariae
GCA_928858565.1_RK031,1134040,Anthracocystis walkeri,RK 031,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis walkeri
GCA_007674295.1_ASM767429v1,278021,Antonospora locustae,CLX,Microsporidia,,,,,,Antonospora,Antonospora locustae
GCA_004802725.1_ASM480272v1,2447956,Antrodiella citrinella,DSM 108506,Basidiomycota,,Agaricomycetes,,Polyporales,Steccherinaceae,Antrodiella,Antrodiella citrinella
GCA_964254895.1_public_SRR14722132_metabat2_bin.8,315933,Anzia colpodes,,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Anzia,Anzia colpodes
GCA_015345905.1_ASM1534590v1,2592879,Aotearoamyces nothofagi,ICMP 21868,Ascomycota,,Leotiomycetes,,Leotiales,Tympanidaceae,Aotearoamyces,Aotearoamyces nothofagi
GCA_014839905.1_ASM1483990v1,180776,Aphanoascus verrucosus,IHEM 4434,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus verrucosus
GCA_029218145.1_ASM2921814v1,12942,Aphanocladium album,MX95,Ascomycota,,Sordariomycetes,,Hypocreales,,Aphanocladium,Aphanocladium album
GCA_030549205.1_Apibac1,314023,Apiosordaria backusii,CBS 540.89,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Apiosordaria,Apiosordaria backusii
GCA_039105305.1_ASM3910530v1,335852,Apiospora arundinis,AAU 773,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora arundinis
GCF_038362705.1_ASM3836270v1,335848,Apiospora aurea,CBS 24483,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora aurea
GCA_040333125.2_ASM4033312v2,2044991,Apiospora guizhouensis,F035,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora guizhouensis
GCF_038363865.1_ASM3836386v1,1337664,Apiospora hydei,CBS 114990,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora hydei
GCF_038363985.1_ASM3836398v1,1337665,Apiospora kogelbergensis,CBS 113332,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora kogelbergensis
GCA_017163955.1_ASM1716395v1,2874188,Apiospora koreana,KUC21332,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora koreana
GCA_977012365.1_Apio_malaysiana,1337666,Apiospora malaysiana,,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora malaysiana
GCF_038362585.1_ASM3836258v1,335849,Apiospora marii,CBS 49790,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora marii
GCF_038363925.1_ASM3836392v1,2905665,Apiospora phragmitis,CBS 135458,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora phragmitis
GCA_019976485.1_ASM1997648v1,1337662,Apiospora pterosperma,CBS 123185,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora pterosperma
GCA_038363885.1_ASM3836388v1,990691,Apiospora rasikravindrae,CBS 33761,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora rasikravindrae
GCA_038363915.1_ASM3836391v1,335842,Apiospora saccharicola,CBS 83171,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora saccharicola
GCA_040366785.1_JCM_6018_assembly_v001,2938339,Apiospora sphaerosperma,JCM 6018,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora sphaerosperma
GCA_002973495.1_ASM297349v1,279327,Apiotrichum akiyoshidainum,HP2023,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum akiyoshidainum
GCA_001600295.1_JCM_1599_assembly_v001,82513,Apiotrichum brassicae,JCM 1599,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum brassicae
GCA_040285315.1_ASM4028531v1,879818,Apiotrichum cacaoliposimile,UB0827,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum cacaoliposimile
GCA_001599015.1_JCM_9580_assembly_v001,82514,Apiotrichum domesticum,JCM 9580,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum domesticum
GCA_001600315.1_JCM_9941_assembly_v001,1105092,Apiotrichum gamsii,JCM 9941,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum gamsii
GCA_001600335.1_JCM_10018_assembly_v001,82516,Apiotrichum gracile,JCM 10018,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum gracile
GCA_001600735.1_JCM_2947_assembly_v001,82520,Apiotrichum laibachii,JCM 2947,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum laibachii
GCA_051034095.1_ASM5103409v1,82519,Apiotrichum loubieri,L102,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum loubieri
GCA_001598995.1_JCM_9937_assembly_v001,82521,Apiotrichum montevideense,JCM 9937,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum montevideense
GCA_013177335.1_ASM1317733v1,252803,Apiotrichum mycotoxinovorans,CICC 1454,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum mycotoxinovorans
GCF_003942205.1_ASM394220v1,105984,Apiotrichum porosum,DSM 27194,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum porosum
GCA_023653615.1_APSI0,265193,Apiotrichum siamense,L8in5,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum siamense
GCA_001600595.1_JCM_10691_assembly_v001,105713,Apiotrichum veenhuisii,JCM 10691,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum veenhuisii
GCF_010093885.1_Aplpr1,1176127,Aplosporella prunicola CBS 121167,CBS 121167,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Aplosporellaceae,Aplosporella,Aplosporella prunicola
GCA_033439685.1_Apope1,516989,Apodospora peruviana,CBS 118394,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Apodospora,Apodospora peruviana
GCA_000696995.1_ApoEleB7760-1.0,1274791,Apophysomyces elegans B7760,B7760,Mucoromycota,,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces elegans
GCA_014839865.1_ASM1483986v1,679940,Apophysomyces ossiformis,NRRL A-21654,Mucoromycota,,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces ossiformis
GCA_000696975.1_ApoTraB9324-1.0,1274790,Apophysomyces trapeziformis B9324,B9324,Mucoromycota,,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces trapeziformis
GCA_002749535.1_ASM274953v1,760013,Apophysomyces variabilis,NCCPF 102052,Mucoromycota,,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces variabilis
GCA_003415625.1_ASM341562v1,1634478,Aquanectria penicillioides,NNIBRFG19,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Aquanectria,Aquanectria penicillioides
GCA_003988855.1_ASM398885v1,2259763,Arachnopeziza araneosa,D781,Ascomycota,,Leotiomycetes,,Helotiales,Arachnopezizaceae,Arachnopeziza,Arachnopeziza araneosa
GCA_051247085.1_RWTH_Aaurat_2.3,47752,Arachnopeziza aurata,CBS127674,Ascomycota,,Leotiomycetes,,Helotiales,Arachnopezizaceae,Arachnopeziza,Arachnopeziza aurata
GCA_051247835.1_RWTH_Aaurel_2.3,742136,Arachnopeziza aurelia,CBS127675,Ascomycota,,Leotiomycetes,,Helotiales,Arachnopezizaceae,Arachnopeziza,Arachnopeziza aurelia
GCA_054372435.1_ASM5437243v1,79815,Arcopilus aureus,MB-11,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Arcopilus,Arcopilus aureus
GCA_052323795.1_ASM5232379v1,2074774,Aristastoma oeconomicum,CBS 104.47,Ascomycota,,,,,,Aristastoma,Aristastoma oeconomicum
GCA_022818075.1_ASM2281807v1,1156164,Armillaria altimontana,837-10,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria altimontana
GCA_030435635.1_Armbor1,47425,Armillaria borealis,FPL87.14,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria borealis
GCA_043748625.1_ASM4374862v1,64369,Armillaria calvescens,YAFA0618,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria calvescens
GCA_900157415.1_version_2,47426,Armillaria cepistipes,B5,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria cepistipes
GCA_030407015.1_Armfum1,153910,Armillaria fumosa,CBS 122221,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria fumosa
GCA_001679825.1_ASM167982v1,108572,Armillaria fuscipes,CMW2740,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria fuscipes
GCA_037576215.1_ASM3757621v1,47427,Armillaria gallica,M3,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria gallica
GCA_030435615.1_Armlut1,153913,Armillaria luteobubalina,HWK02,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria luteobubalina
GCA_030407055.1_Armmel1,47429,Armillaria mellea,ELDO17,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
GCA_052426525.1_ASM5242652v1,1806960,Armillaria mexicana,IZTA4595,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria mexicana
GCA_030407065.1_Armnab1,64368,Armillaria nabsnona,CMW6904,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria nabsnona
GCA_030435655.1_Armnov1,153914,Armillaria novae-zelandiae,ICMP 16352,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria novae-zelandiae
GCA_902506015.1_ARMOSTPCHR,47428,Armillaria ostoyae,C18/9,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria ostoyae
GCA_040085025.1_ASM4008502v1,64372,Armillaria sinapina,YAFMHJ89,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria sinapina
GCA_022818035.1_ASM2281803v1,1076256,Armillaria solidipes,ID001,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Armillaria,Armillaria solidipes
GCA_002989075.1_artRad1.0,39680,Arthonia radiata,EZ20314,Ascomycota,,Arthoniomycetes,,Arthoniales,Arthoniaceae,Arthonia,Arthonia radiata
GCA_964256465.1_public_SRR14721978_concoct_merged.0,2563725,Arthonia rubella,,Ascomycota,,Arthoniomycetes,,Arthoniales,Arthoniaceae,Arthonia,Arthonia rubella
GCA_964256665.1_public_SRR13685140_metabat2_bin.1,2488734,Arthonia susa,,Ascomycota,,Arthoniomycetes,,Arthoniales,Arthoniaceae,Arthonia,Arthonia susa
GCA_964255825.1_public_SRR14722233_metabat2_bin.15,2080612,Arthothelium ruanum,,Ascomycota,,Arthoniomycetes,,Arthoniales,Arthoniaceae,Arthothelium,Arthothelium ruanum
GCA_006503535.1_ASM650353v1,112178,Arthrinium phaeospermum,M.B.Ellis,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Arthrinium,Arthrinium phaeospermum
GCA_022414665.1_ASM2241466v1,335850,Arthrinium puccinioides,CBS 549.89,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Apiosporaceae,Arthrinium,Arthrinium puccinioides
GCA_036971725.1_ASM3697172v1,74498,Arthrobotrys conoides,TWF506,Ascomycota,,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys conoides
GCA_012184315.1_ASM1218431v1,321852,Arthrobotrys entomopaga,CBS642.8,Ascomycota,,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys entomopaga
GCF_004000055.1_DF_1.0,97331,Arthrobotrys flagrans,CBS H-5679,Ascomycota,,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys flagrans
GCA_036971165.1_ASM3697116v1,314119,Arthrobotrys iridis,CGMCC 3.6761,Ascomycota,,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys iridis
GCA_036971655.1_TWF281,2528406,Arthrobotrys megalospora,TWF281,Ascomycota,,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys megalospora
GCA_036971715.1_ASM3697171v1,47236,Arthrobotrys musiformis,TWF481,Ascomycota,,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys musiformis
GCA_036971205.1_ASM3697120v1,314114,Arthrobotrys pseudoclavata,CGMCC 3.6756,Ascomycota,,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys pseudoclavata
GCA_036971225.1_ASM3697122v1,314116,Arthrobotrys sinensis,CGMCC 3.6755,Ascomycota,,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys sinensis
GCA_036971245.1_ASM3697124v1,2509447,Arthrobotrys sphaeroides,CGMCC 3.6774,Ascomycota,,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys sphaeroides
GCA_003614865.1_ASM361486v1,1758292,Arthrocladium fulminans,CBS 136243,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Trichomeriaceae,Arthrocladium,Arthrocladium fulminans
GCF_011692745.1_ASM1169274v1,74035,Arthroderma uncinatum,CBS 119779,Ascomycota,,Eurotiomycetes,,Onygenales,Arthrodermataceae,Arthroderma,Arthroderma uncinatum
GCA_018855395.1_ASM1885539v1,530044,Arthromyces matolae,D32,Basidiomycota,,Agaricomycetes,,Agaricales,Lyophyllaceae,Arthromyces,Arthromyces matolae
GCA_003415645.1_ASM341564v1,253309,Articulospora tetracladia,NNIBRFG329,Ascomycota,,Leotiomycetes,,Helotiales,Discinellaceae,Articulospora,Articulospora tetracladia
GCA_022160305.1_Clapy1,48021,Artomyces pyxidatus,HHB10654,Basidiomycota,,Agaricomycetes,,Russulales,Auriscalpiaceae,Artomyces,Artomyces pyxidatus
GCA_023309525.1_ASM2330952v1,278024,Arxiozyma bovina,CBS 16326,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Arxiozyma,Arxiozyma bovina
GCF_036370985.1_Kaz3,278026,Arxiozyma heterogenica,weizmannii,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Arxiozyma,Arxiozyma heterogenica
GCA_042140155.1_ASM4214015v1,278025,Arxiozyma pintolopesii,W26G,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Arxiozyma,Arxiozyma pintolopesii
GCA_017347545.2_ASM1734754v2,278027,Arxiozyma slooffiae,ABBL,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Arxiozyma,Arxiozyma slooffiae
GCA_030571675.1_ASM3057167v1,36907,Arxiozyma telluris,NRRL Y-4302,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Arxiozyma,Arxiozyma telluris
GCA_003788565.2_Ascim1,1160509,Ascobolus immersus RN42,RN42,Ascomycota,,Pezizomycetes,,Pezizales,Ascobolaceae,Ascobolus,Ascobolus immersus
GCA_030573245.1_ASM3057324v1,219603,Ascobotryozyma americana,CBS 8560,Ascomycota,,Trigonopsidomycetes,,Trigonopsidales,Trigonopsidaceae,Ascobotryozyma,Ascobotryozyma americana
GCA_030565755.1_ASM3056575v1,219604,Ascobotryozyma cognata,CBS 8753,Ascomycota,,Trigonopsidomycetes,,Trigonopsidales,Trigonopsidaceae,Ascobotryozyma,Ascobotryozyma cognata
GCA_027946445.1_ASM2794644v1,2249482,Ascochyta clinopodiicola,IMI 359910,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Ascochyta,Ascochyta clinopodiicola
GCA_004335285.1_ASM433528v1,372025,Ascochyta fabae,247/15,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Ascochyta,Ascochyta fabae
GCA_026119515.1_ASM2611951v1,2654375,Ascochyta koolunga,KIN-16-703,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Ascochyta,Ascochyta koolunga
GCA_016097375.2_AlKewell,205686,Ascochyta lentis,Kewell,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Ascochyta,Ascochyta lentis
GCA_039634435.1_ASM3963443v1,749586,Ascochyta pisi,HNA23,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Ascochyta,Ascochyta pisi
GCF_004011695.2_ASM401169v2,5454,Ascochyta rabiei,Me14,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Ascochyta,Ascochyta rabiei
GCA_004335155.1_ASM433515v1,1677696,Ascochyta viciae,FOR-16-616,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Ascochyta,Ascochyta viciae
GCA_004335205.1_ASM433520v1,487627,Ascochyta viciae-villosae,ONG-16-641,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Ascochyta,Ascochyta viciae-villosae
GCA_000328965.1_ASM32896v1,1016881,Ascocoryne sarcoides NRRL 50072,NRRL 50072,Ascomycota,,Leotiomycetes,,Helotiales,Gelatinodiscaceae,Ascocoryne,Ascocoryne sarcoides
GCA_004786065.1_Ascni1,341454,Ascodesmis nigricans,CBS 389.68,Ascomycota,,Pezizomycetes,,Pezizales,Ascodesmidaceae,Ascodesmis,Ascodesmis nigricans
GCA_027569015.1_ASM2756901v1,47183,Ascodesmis sphaerospora,NRRL 22422,Ascomycota,,Pezizomycetes,,Pezizales,Ascodesmidaceae,Ascodesmis,Ascodesmis sphaerospora
GCA_001600695.1_JCM_7603_assembly_v001,1301101,Ascoidea asiatica,JCM 7603,Ascomycota,,Saccharomycetes,,Ascoideales,Ascoideaceae,Ascoidea,Ascoidea asiatica
GCF_001661345.1_Ascru1,1344418,Ascoidea rubescens DSM 1968,DSM 1968,Ascomycota,,Saccharomycetes,,Ascoideales,Ascoideaceae,Ascoidea,Ascoidea rubescens
GCA_030560485.1_ASM3056048v1,1301102,Ascoidea tarda (nom. inval.),NRRL Y-2393,Ascomycota,,Saccharomycetes,,Ascoideales,Ascoideaceae,Ascoidea,Ascoidea tarda (nom. inval.)
GCA_024244165.1_UCR_Aace_1.0,51565,Ascosphaera acerosa,ATCC 201316,Ascomycota,,Eurotiomycetes,,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera acerosa
GCA_024244195.1_UCR_Aagg_1.0,51564,Ascosphaera aggregata,USDA-ARS PIBMSR Wild2,Ascomycota,,Eurotiomycetes,,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera aggregata
GCA_001636715.1_AAP_1.0,392613,Ascosphaera apis ARSEF 7405,ARSEF 7405,Ascomycota,,Eurotiomycetes,,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera apis
GCA_024244595.1_UCR_Aatr_1.0,51567,Ascosphaera atra,ARSEF 5147,Ascomycota,,Eurotiomycetes,,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera atra
GCA_024244615.1_UCR_Apol_1.0,51576,Ascosphaera pollenicola,ATCC 62712,Ascomycota,,Eurotiomycetes,,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera pollenicola
GCF_003184765.1_Aspacu1,1448322,Aspergillus aculeatinus CBS 121060,CBS 121060,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aculeatinus
GCF_001890905.1_Aspac1,690307,Aspergillus aculeatus ATCC 16872,ATCC 16872,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aculeatus
GCF_023601865.1_ASM2360186v2,1070780,Aspergillus affinis,CMG 70,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus affinis
GCA_037043995.1_ASM3704399v1,2059437,Aspergillus aflatoxiformans,LH_A394,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aflatoxiformans
GCF_009176365.1_Aspalli1,209559,Aspergillus alliaceus,CBS 536.65,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus alliaceus
GCF_047715705.1_Aspamb1,176160,Aspergillus ambiguus,CBS 117.58,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ambiguus
GCA_023624915.1_ASM2362491v1,1220191,Aspergillus amoenus,S2904,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus amoenus
GCA_027569315.1_ASM2756931v1,5054,Aspergillus amstelodami,NRRL 89,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus amstelodami
GCA_047496425.1_ASM4749642v1,3014059,Aspergillus annui,IBT 36122,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus annui
GCA_009193545.1_Aspara19utr,656916,Aspergillus arachidicola,CBS 117612,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus arachidicola
GCA_044706995.1_ASM4470699v1,2059438,Aspergillus aspearensis,CBS 143672,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aspearensis
